InvoiceNo,CustomerID,Country,InvoiceDate,YearMonth,YearQuarter,NumLineItems,NumItems,NumUniqueProducts,InvoiceValue,AvgItemPrice,AvgCustomerAge,FamilySize,Profession,MaritalStatus,Education,DominantTimeOfDay,BasketValueBand
560732,14056,United Kingdom,2011-07-20T14:55:00Z,2011-07,2011-Q3,51,196,50,341.03,2.4245098039215685,42.78431372549019,5,Pharmacist,Widow,Postgrad,Afternoon,High Value
560734,15298,United Kingdom,2011-07-20T14:58:00Z,2011-07,2011-Q3,1,360,1,990,2.75,61,4,Unknown,Married,Undergrad,Afternoon,High Value
560736,15260,United Kingdom,2011-07-20T15:33:00Z,2011-07,2011-Q3,13,190,13,345.14,2.306923076923077,44,5,Pharmacist,Widow,Postgrad,Afternoon,High Value
560742,14755,United Kingdom,2011-07-20T15:44:00Z,2011-07,2011-Q3,16,139,16,312.9,4.498125,42,3,Pharmacist,Widow,Postgrad,Afternoon,High Value
560754,17754,United Kingdom,2011-07-20T15:56:00Z,2011-07,2011-Q3,13,496,13,310.82,0.5769230769230769,40.61538461538461,4,Pharmacist,Widow,Postgrad,Afternoon,High Value
560776,13995,United Kingdom,2011-07-21T08:44:00Z,2011-07,2011-Q3,28,341,28,408.25,1.7039285714285715,40.714285714285715,4,Doctor,Married,Postgrad,Morning,High Value
560781,13969,United Kingdom,2011-07-21T09:43:00Z,2011-07,2011-Q3,8,155,8,353.02,12.47,39.875,5,Doctor,Married,Postgrad,Morning,High Value
560782,14769,United Kingdom,2011-07-21T10:10:00Z,2011-07,2011-Q3,26,317,26,337.93,2.4253846153846155,40.80769230769231,4,Pharmacist,Married,Postgrad,Morning,High Value
560783,15108,European Community,2011-07-21T10:24:00Z,2011-07,2011-Q3,29,335,29,676.8000000000001,3.2051724137931035,39.758620689655174,4,Doctor,Married,Postgrad,Morning,High Value
560790,14051,United Kingdom,2011-07-21T10:29:00Z,2011-07,2011-Q3,8,168,8,902.4,5.4625,39.375,3,Pharmacist,Married,Postgrad,Morning,High Value
560791,14688,United Kingdom,2011-07-21T10:30:00Z,2011-07,2011-Q3,8,133,7,116.81,1.855,43.375,5,Pharmacist,Widow,Postgrad,Morning,Medium Value
560792,15189,United Kingdom,2011-07-21T10:32:00Z,2011-07,2011-Q3,7,110,7,685.5,5.335714285714285,34.285714285714285,5,Pharmacist,Widow,Postgrad,Morning,High Value
560805,14259,United Kingdom,2011-07-21T10:44:00Z,2011-07,2011-Q3,5,68,5,120,2.83,38,4,Doctor,Widow,Postgrad,Morning,Medium Value
560807,18143,United Kingdom,2011-07-21T10:44:00Z,2011-07,2011-Q3,29,308,29,480.18,2.1258620689655174,39.89655172413793,5,Doctor,Widow,Postgrad,Morning,High Value
560820,17811,United Kingdom,2011-07-21T10:59:00Z,2011-07,2011-Q3,11,127,11,146.66,2.700909090909091,40.90909090909091,3,Doctor,Married,Postgrad,Morning,Medium Value
560821,17848,United Kingdom,2011-07-21T11:17:00Z,2011-07,2011-Q3,2,11,2,109.44999999999999,9.95,37.5,1,Unknown,Married,Undergrad,Morning,Medium Value
560824,17935,United Kingdom,2011-07-21T11:23:00Z,2011-07,2011-Q3,27,77,26,134.57,1.8211111111111111,42.81481481481482,3,Doctor,Widow,Postgrad,Morning,Medium Value
560826,18073,United Kingdom,2011-07-21T11:30:00Z,2011-07,2011-Q3,8,418,7,512.94,3.64,41.625,5,Unknown,Divorced,Postgrad,Morning,High Value
560827,14517,United Kingdom,2011-07-21T11:42:00Z,2011-07,2011-Q3,14,73,14,252.45,5.360714285714286,42,4,Doctor,Married,Postgrad,Morning,Medium Value
560828,14298,United Kingdom,2011-07-21T11:55:00Z,2011-07,2011-Q3,65,2316,65,1088.86,0.6596923076923077,40.01538461538462,2,Engineer,Single,Postgrad,Morning,Very High Value
560829,17694,United Kingdom,2011-07-21T12:00:00Z,2011-07,2011-Q3,15,184,15,283.12,2.6086666666666667,43.333333333333336,4,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
560833,16891,United Kingdom,2011-07-21T12:14:00Z,2011-07,2011-Q3,37,66,31,205.66,4.033243243243243,40.78378378378378,5,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
560834,16523,United Kingdom,2011-07-21T12:15:00Z,2011-07,2011-Q3,11,204,11,484.40000000000003,3.8354545454545454,45.18181818181818,4,Pharmacist,Widow,Postgrad,Afternoon,High Value
560839,14527,United Kingdom,2011-07-21T12:23:00Z,2011-07,2011-Q3,12,23,12,121.54,6.695,43.166666666666664,3,Pharmacist,Married,Postgrad,Afternoon,Medium Value
560841,14298,United Kingdom,2011-07-21T12:25:00Z,2011-07,2011-Q3,99,2169,99,2569.55,1.9363636363636363,42.90909090909091,3,Pharmacist,Widow,Postgrad,Afternoon,Very High Value
560843,14298,United Kingdom,2011-07-21T12:27:00Z,2011-07,2011-Q3,1,60,1,99,1.65,48,3,Pharmacist,Widow,Postgrad,Afternoon,Low Value
560844,14298,United Kingdom,2011-07-21T12:28:00Z,2011-07,2011-Q3,2,24,2,74.88,3.12,46,3,Doctor,Married,Postgrad,Afternoon,Low Value
560845,15570,United Kingdom,2011-07-21T12:29:00Z,2011-07,2011-Q3,21,202,21,301.26,3.7138095238095237,38.04761904761905,4,Unknown,Single,Undergrad,Afternoon,High Value
560853,15311,United Kingdom,2011-07-21T12:33:00Z,2011-07,2011-Q3,34,260,33,460.7,2.4170588235294117,41.529411764705884,5,Pharmacist,Widow,Postgrad,Afternoon,High Value
560854,13098,United Kingdom,2011-07-21T12:46:00Z,2011-07,2011-Q3,16,300,16,473.09999999999997,2.20125,42.625,5,Doctor,Widow,Postgrad,Afternoon,High Value
560856,16607,United Kingdom,2011-07-21T13:06:00Z,2011-07,2011-Q3,27,431,27,421.7,2.087407407407407,43.55555555555556,3,Doctor,Married,Postgrad,Afternoon,High Value
560858,14403,United Kingdom,2011-07-21T13:25:00Z,2011-07,2011-Q3,2,100,2,295.79999999999995,7.65,40.5,5,Doctor,Married,Postgrad,Afternoon,Medium Value
560859,13668,United Kingdom,2011-07-21T13:28:00Z,2011-07,2011-Q3,8,37,8,87.3,2.4987500000000002,44.5,4,Pharmacist,Married,Postgrad,Afternoon,Low Value
560861,17660,United Kingdom,2011-07-21T13:37:00Z,2011-07,2011-Q3,45,130,37,196,2.0037777777777777,40.422222222222224,3,Doctor,Married,Postgrad,Afternoon,Medium Value
560862,14085,United Kingdom,2011-07-21T13:48:00Z,2011-07,2011-Q3,44,209,43,287.83,2.171136363636364,45.31818181818182,5,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
560863,12748,United Kingdom,2011-07-21T13:53:00Z,2011-07,2011-Q3,34,72,27,127.83,1.845,41.970588235294116,5,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
560864,14407,United Kingdom,2011-07-21T13:54:00Z,2011-07,2011-Q3,24,680,24,475.36,1.7254166666666666,38.166666666666664,4,Pharmacist,Widow,Postgrad,Afternoon,High Value
560868,14866,United Kingdom,2011-07-21T14:14:00Z,2011-07,2011-Q3,23,23,23,82.92,3.6052173913043477,41.34782608695652,3,Pharmacist,Married,Postgrad,Afternoon,Low Value
560870,13157,United Kingdom,2011-07-21T14:34:00Z,2011-07,2011-Q3,18,314,18,375.26,1.6405555555555555,40.833333333333336,4,Doctor,Married,Postgrad,Afternoon,High Value
560871,14745,United Kingdom,2011-07-21T14:40:00Z,2011-07,2011-Q3,1,10,1,20.8,2.08,36,5,Doctor,Widow,Postgrad,Afternoon,Low Value
560872,14745,United Kingdom,2011-07-21T14:41:00Z,2011-07,2011-Q3,19,269,19,338.03,1.8805263157894736,38.473684210526315,5,Doctor,Widow,Postgrad,Afternoon,High Value
560873,13881,United Kingdom,2011-07-21T14:52:00Z,2011-07,2011-Q3,7,309,7,563.07,2.7,39.714285714285715,5,Unknown,Single,Undergrad,Afternoon,High Value
560875,13562,United Kingdom,2011-07-21T15:12:00Z,2011-07,2011-Q3,29,294,29,606.46,3.437586206896552,40.06896551724138,3,Pharmacist,Widow,Postgrad,Afternoon,High Value
560876,12626,Germany,2011-07-21T15:14:00Z,2011-07,2011-Q3,36,522,36,1159.06,2.5894444444444447,42.333333333333336,3,Pharmacist,Married,Postgrad,Afternoon,Very High Value
560878,14410,United Kingdom,2011-07-21T15:16:00Z,2011-07,2011-Q3,40,138,40,201.18,2.485,43.775,5,Doctor,Married,Postgrad,Afternoon,Medium Value
560879,16654,United Kingdom,2011-07-21T15:23:00Z,2011-07,2011-Q3,5,62,5,64.02,2.366,39.4,3,Pharmacist,Widow,Postgrad,Afternoon,Low Value
560881,17965,United Kingdom,2011-07-21T15:45:00Z,2011-07,2011-Q3,9,18,9,56.3,4.794444444444444,42,4,Doctor,Widow,Postgrad,Afternoon,Low Value
560882,17213,United Kingdom,2011-07-21T15:47:00Z,2011-07,2011-Q3,19,148,19,312.59000000000003,4.193684210526316,39.8421052631579,3,Doctor,Widow,Postgrad,Afternoon,High Value
560883,13694,United Kingdom,2011-07-21T16:10:00Z,2011-07,2011-Q3,13,793,13,452.71,0.6638461538461539,46.46153846153846,4,Pharmacist,Married,Postgrad,Afternoon,High Value
560884,13694,United Kingdom,2011-07-21T16:12:00Z,2011-07,2011-Q3,7,600,7,890,1.5071428571428571,40.285714285714285,3,Pharmacist,Widow,Postgrad,Afternoon,High Value
560885,16188,United Kingdom,2011-07-21T16:20:00Z,2011-07,2011-Q3,13,206,13,189.26,1.7546153846153847,37.38461538461539,4,Doctor,Married,Postgrad,Afternoon,Medium Value
560886,16041,United Kingdom,2011-07-21T16:27:00Z,2011-07,2011-Q3,1,100,1,675,6.75,39,5,Doctor,Married,Postgrad,Afternoon,High Value
560887,16041,United Kingdom,2011-07-21T16:28:00Z,2011-07,2011-Q3,4,944,4,2064.8,6.2,39.75,4,Pharmacist,Widow,Postgrad,Afternoon,Very High Value
560888,15380,United Kingdom,2011-07-21T16:33:00Z,2011-07,2011-Q3,16,138,16,352.46000000000004,5.61625,47.375,3,Pharmacist,Married,Postgrad,Afternoon,High Value
560891,15106,United Kingdom,2011-07-21T17:02:00Z,2011-07,2011-Q3,19,262,19,254.38,2.166842105263158,44.05263157894737,3,Pharmacist,Widow,Postgrad,Evening,Medium Value
560892,13089,United Kingdom,2011-07-21T17:08:00Z,2011-07,2011-Q3,35,498,35,877.36,2.0828571428571427,40.82857142857143,4,Doctor,Widow,Postgrad,Evening,High Value
560893,13804,United Kingdom,2011-07-21T17:08:00Z,2011-07,2011-Q3,18,206,18,310.34000000000003,3.1783333333333332,41.166666666666664,4,Doctor,Married,Postgrad,Evening,High Value
560894,14911,Eire,2011-07-21T17:09:00Z,2011-07,2011-Q3,19,269,19,751.75,3.5857894736842106,39.68421052631579,4,Pharmacist,Widow,Postgrad,Evening,High Value
560895,13089,United Kingdom,2011-07-21T17:12:00Z,2011-07,2011-Q3,41,841,41,1021.9200000000001,1.9663414634146341,42.78048780487805,4,Doctor,Married,Postgrad,Evening,Very High Value
560896,15623,United Kingdom,2011-07-21T17:26:00Z,2011-07,2011-Q3,19,125,19,301.03,4.2905263157894735,35.473684210526315,3,Pharmacist,Married,Postgrad,Evening,High Value
560897,12971,United Kingdom,2011-07-21T17:26:00Z,2011-07,2011-Q3,2,48,2,139.20000000000002,2.9,34.5,4,Pharmacist,Married,Postgrad,Evening,Medium Value
560901,12476,Germany,2011-07-21T17:39:00Z,2011-07,2011-Q3,32,304,32,746.57,4.6646875,43.21875,3,Doctor,Married,Postgrad,Evening,High Value
560906,15827,United Kingdom,2011-07-21T17:55:00Z,2011-07,2011-Q3,10,52,10,173.8,5.46,37.5,4,Doctor,Widow,Postgrad,Evening,Medium Value
560908,15827,United Kingdom,2011-07-21T17:56:00Z,2011-07,2011-Q3,5,80,5,86.24,1.0779999999999998,41.6,5,Pharmacist,Widow,Postgrad,Evening,Low Value
560911,17961,United Kingdom,2011-07-21T18:00:00Z,2011-07,2011-Q3,9,23,9,41.1,2.6366666666666667,42.77777777777778,4,Engineer,Married,Postgrad,Evening,Low Value
560913,17961,United Kingdom,2011-07-21T18:07:00Z,2011-07,2011-Q3,1,1,1,4.25,4.25,52,3,Unknown,Divorced,Postgrad,Evening,Low Value
560914,17175,United Kingdom,2011-07-21T18:08:00Z,2011-07,2011-Q3,16,130,16,310.93,9.23875,39.0625,2,Unknown,Single,Undergrad,Evening,High Value
560915,13313,United Kingdom,2011-07-21T18:19:00Z,2011-07,2011-Q3,16,156,16,308.6,2.171875,43,3,Doctor,Married,Postgrad,Evening,High Value
560916,14911,Eire,2011-07-21T18:19:00Z,2011-07,2011-Q3,10,229,10,325.64,6.262,40.5,4,Pharmacist,Widow,Postgrad,Evening,High Value
560917,17949,United Kingdom,2011-07-21T18:21:00Z,2011-07,2011-Q3,1,109,1,833.85,7.65,49,4,Doctor,Widow,Postgrad,Evening,High Value
560918,14849,United Kingdom,2011-07-21T18:27:00Z,2011-07,2011-Q3,42,567,42,813.89,2.9783333333333335,42.73809523809524,3,Unknown,Divorced,Undergrad,Evening,High Value
560919,15971,United Kingdom,2011-07-21T18:31:00Z,2011-07,2011-Q3,1,100,1,430,4.3,30,2,Designer,Single,Undergrad,Evening,High Value
560920,15370,United Kingdom,2011-07-21T18:36:00Z,2011-07,2011-Q3,17,149,17,385.52,3.844705882352941,39.1764705882353,5,Doctor,Widow,Postgrad,Evening,High Value
560921,16224,United Kingdom,2011-07-21T19:17:00Z,2011-07,2011-Q3,22,313,22,322.67,1.4286363636363637,42.72727272727273,4,Pharmacist,Widow,Postgrad,Evening,High Value
560922,14911,Eire,2011-07-21T19:34:00Z,2011-07,2011-Q3,12,147,12,260.9,6.108333333333333,44.333333333333336,2,Unknown,Married,Undergrad,Evening,Medium Value
560924,15061,United Kingdom,2011-07-22T09:01:00Z,2011-07,2011-Q3,4,472,4,647.9200000000001,1.6425,45.25,4,Pharmacist,Married,Postgrad,Morning,High Value
560925,15061,United Kingdom,2011-07-22T09:02:00Z,2011-07,2011-Q3,10,336,10,1665.2,4.93,40.3,2,Artist,Single,Undergrad,Morning,Very High Value
560927,13078,United Kingdom,2011-07-22T09:55:00Z,2011-07,2011-Q3,21,202,21,572.93,3.931904761904762,40.38095238095238,4,Doctor,Widow,Postgrad,Morning,High Value
560928,14852,United Kingdom,2011-07-22T10:00:00Z,2011-07,2011-Q3,21,266,21,425.96,2.762857142857143,42.42857142857143,5,Unknown,Single,Undergrad,Morning,High Value
560929,16866,United Kingdom,2011-07-22T10:06:00Z,2011-07,2011-Q3,5,27,5,53.79,1.298,48,5,Pharmacist,Widow,Postgrad,Morning,Low Value
560930,15829,United Kingdom,2011-07-22T10:23:00Z,2011-07,2011-Q3,26,420,26,325.44,1.4646153846153847,40.80769230769231,3,Business,Divorced,Undergrad,Morning,High Value
560931,16365,United Kingdom,2011-07-22T10:25:00Z,2011-07,2011-Q3,6,52,6,175.04999999999998,3.6333333333333333,33.166666666666664,4,Pharmacist,Widow,Postgrad,Morning,Medium Value
560934,16722,United Kingdom,2011-07-22T10:48:00Z,2011-07,2011-Q3,14,272,14,374.28,1.4428571428571428,40.07142857142857,5,Doctor,Married,Postgrad,Morning,High Value
560937,17920,United Kingdom,2011-07-22T10:52:00Z,2011-07,2011-Q3,67,129,57,216.48,1.9562686567164178,42.149253731343286,3,Pharmacist,Widow,Postgrad,Morning,Medium Value
560942,15005,United Kingdom,2011-07-22T11:31:00Z,2011-07,2011-Q3,32,134,32,164.92,1.6446875,39.78125,3,Doctor,Widow,Postgrad,Morning,Medium Value
560972,14209,United Kingdom,2011-07-22T11:44:00Z,2011-07,2011-Q3,15,138,15,438.5,5.386666666666667,44.8,4,Pharmacist,Widow,Postgrad,Morning,High Value
560974,14426,United Kingdom,2011-07-22T11:55:00Z,2011-07,2011-Q3,26,275,26,508.25,3.3657692307692306,41.26923076923077,5,Pharmacist,Married,Postgrad,Morning,High Value
560975,14426,United Kingdom,2011-07-22T11:56:00Z,2011-07,2011-Q3,8,100,8,167.4,2.525,45.625,4,Pharmacist,Married,Postgrad,Morning,Medium Value
560976,18146,United Kingdom,2011-07-22T12:08:00Z,2011-07,2011-Q3,6,126,6,83.7,0.9500000000000001,43.833333333333336,5,Pharmacist,Widow,Postgrad,Afternoon,Low Value
560977,16839,United Kingdom,2011-07-22T12:09:00Z,2011-07,2011-Q3,14,308,14,422.40000000000003,1.935,42.92857142857143,3,Doctor,Married,Postgrad,Afternoon,High Value
560978,15815,United Kingdom,2011-07-22T12:20:00Z,2011-07,2011-Q3,21,446,21,480.62,2.2085714285714286,44.19047619047619,3,Pharmacist,Married,Postgrad,Afternoon,High Value
560979,15232,United Kingdom,2011-07-22T12:21:00Z,2011-07,2011-Q3,18,372,18,310.36,0.83,42.611111111111114,3,Doctor,Widow,Postgrad,Afternoon,High Value
560980,16107,United Kingdom,2011-07-22T12:41:00Z,2011-07,2011-Q3,3,88,3,318.8,3.8833333333333333,36,4,Unknown,Married,Postgrad,Afternoon,High Value
560988,15854,United Kingdom,2011-07-22T13:17:00Z,2011-07,2011-Q3,5,62,5,356,5.86,39.2,5,Pharmacist,Married,Postgrad,Afternoon,High Value
560989,15704,United Kingdom,2011-07-22T13:20:00Z,2011-07,2011-Q3,41,346,41,748.14,2.866829268292683,38.78048780487805,4,Pharmacist,Widow,Postgrad,Afternoon,High Value
560991,12438,Norway,2011-07-22T13:29:00Z,2011-07,2011-Q3,49,586,49,890.0699999999999,3.4414285714285713,40.04081632653061,3,Pharmacist,Married,Postgrad,Afternoon,High Value
560992,18161,United Kingdom,2011-07-22T13:31:00Z,2011-07,2011-Q3,9,70,9,224.94,5.332222222222223,42.111111111111114,4,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
560994,15704,United Kingdom,2011-07-22T13:35:00Z,2011-07,2011-Q3,2,20,2,38.16,1.865,39,4,Doctor,Widow,Postgrad,Afternoon,Low Value
560996,17625,United Kingdom,2011-07-22T13:53:00Z,2011-07,2011-Q3,101,465,98,685.1,2.6715841584158415,40.73267326732673,2,Unknown,Married,Postgrad,Afternoon,High Value
560997,12627,Germany,2011-07-22T13:59:00Z,2011-07,2011-Q3,40,426,40,768.02,3.38825,43.75,4,Doctor,Married,Postgrad,Afternoon,High Value
560998,14243,United Kingdom,2011-07-22T14:07:00Z,2011-07,2011-Q3,14,110,14,214.62,4.091428571428572,45.42857142857143,4,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
561001,16711,United Kingdom,2011-07-22T14:23:00Z,2011-07,2011-Q3,7,149,7,311.07,4.015714285714286,45.857142857142854,3,Doctor,Widow,Postgrad,Afternoon,High Value
561002,13750,United Kingdom,2011-07-22T14:39:00Z,2011-07,2011-Q3,1,96,1,325.44,3.39,30,3,Doctor,Married,Postgrad,Afternoon,High Value
561003,13079,United Kingdom,2011-07-22T14:41:00Z,2011-07,2011-Q3,1,4,1,23.8,5.95,41,3,Pharmacist,Married,Postgrad,Afternoon,Low Value
561004,15189,United Kingdom,2011-07-22T14:47:00Z,2011-07,2011-Q3,8,89,8,304.87,4.7425,43.25,4,Pharmacist,Widow,Postgrad,Afternoon,High Value
561005,17961,United Kingdom,2011-07-22T14:53:00Z,2011-07,2011-Q3,21,86,21,134.44,1.966190476190476,40.42857142857143,3,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
561006,16161,United Kingdom,2011-07-22T15:02:00Z,2011-07,2011-Q3,26,232,26,469.90000000000003,2.2342307692307695,41.34615384615385,3,Pharmacist,Married,Postgrad,Afternoon,High Value
561007,15640,United Kingdom,2011-07-22T15:21:00Z,2011-07,2011-Q3,29,520,29,649.46,2.1886206896551723,44.758620689655174,4,Pharmacist,Widow,Postgrad,Afternoon,High Value
561008,18150,United Kingdom,2011-07-22T15:43:00Z,2011-07,2011-Q3,12,96,12,185.70000000000002,2.3708333333333336,39.833333333333336,5,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
561009,15856,United Kingdom,2011-07-22T16:03:00Z,2011-07,2011-Q3,15,484,15,489.6,1.0646666666666667,40.666666666666664,5,Doctor,Widow,Postgrad,Afternoon,High Value
561010,18262,United Kingdom,2011-07-22T16:04:00Z,2011-07,2011-Q3,13,182,13,149.48,1.123076923076923,43.46153846153846,4,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
561020,13563,United Kingdom,2011-07-22T17:21:00Z,2011-07,2011-Q3,39,146,39,310.88,3.3174358974358973,44.256410256410255,5,Pharmacist,Married,Postgrad,Evening,High Value
561021,15465,United Kingdom,2011-07-24T10:03:00Z,2011-07,2011-Q3,5,61,5,320.71,5.258,48.4,4,Doctor,Married,Postgrad,Morning,High Value
561022,14800,United Kingdom,2011-07-24T10:24:00Z,2011-07,2011-Q3,20,266,20,282.66,2.0755,41,4,Pharmacist,Widow,Postgrad,Morning,Medium Value
561023,13576,United Kingdom,2011-07-24T10:30:00Z,2011-07,2011-Q3,3,144,3,354.24,1.96,46.333333333333336,3,Doctor,Widow,Postgrad,Morning,High Value
561024,12916,United Kingdom,2011-07-24T10:35:00Z,2011-07,2011-Q3,26,263,26,693.37,4.874615384615384,40.69230769230769,5,Doctor,Married,Postgrad,Morning,High Value
561025,16241,United Kingdom,2011-07-24T10:37:00Z,2011-07,2011-Q3,71,93,71,196.28,2.2677464788732395,42.40845070422535,5,Pharmacist,Married,Postgrad,Morning,Medium Value
561026,17265,United Kingdom,2011-07-24T10:49:00Z,2011-07,2011-Q3,50,177,46,178.81,1.5210000000000001,41.32,4,Doctor,Married,Postgrad,Morning,Medium Value
561027,13802,United Kingdom,2011-07-24T10:54:00Z,2011-07,2011-Q3,12,778,12,1468.3600000000001,2.5,41.583333333333336,5,Doctor,Married,Postgrad,Morning,Very High Value
561028,17769,United Kingdom,2011-07-24T11:06:00Z,2011-07,2011-Q3,24,228,24,319.85,2.7704166666666667,41.583333333333336,5,Pharmacist,Widow,Postgrad,Morning,High Value
561029,12490,France,2011-07-24T11:25:00Z,2011-07,2011-Q3,24,236,24,412.93,2.5216666666666665,40.958333333333336,5,Doctor,Married,Postgrad,Morning,High Value
561030,16407,United Kingdom,2011-07-24T11:25:00Z,2011-07,2011-Q3,23,149,23,265.87,3.427391304347826,42.78260869565217,3,Doctor,Widow,Postgrad,Morning,Medium Value
561031,13461,United Kingdom,2011-07-24T11:32:00Z,2011-07,2011-Q3,5,412,5,307.8,0.9059999999999999,42,4,Pharmacist,Married,Postgrad,Morning,High Value
561032,13029,United Kingdom,2011-07-24T11:37:00Z,2011-07,2011-Q3,6,62,6,390.7,5.68,43.5,4,Doctor,Widow,Postgrad,Morning,High Value
561033,14443,United Kingdom,2011-07-24T11:40:00Z,2011-07,2011-Q3,26,319,26,383.12,3.316923076923077,38.19230769230769,3,Doctor,Married,Postgrad,Morning,High Value
561034,15506,United Kingdom,2011-07-24T11:45:00Z,2011-07,2011-Q3,53,146,45,209.35,2.090943396226415,39.943396226415096,1,Artist,Divorced,Undergrad,Morning,Medium Value
561035,17312,United Kingdom,2011-07-24T11:52:00Z,2011-07,2011-Q3,1,96,1,244.79999999999998,2.55,50,5,Pharmacist,Widow,Postgrad,Morning,Medium Value
561036,13137,United Kingdom,2011-07-24T11:54:00Z,2011-07,2011-Q3,74,160,68,301.39,2.2008108108108106,40.62162162162162,2,Unknown,Single,Undergrad,Morning,High Value
561037,12472,Germany,2011-07-24T11:55:00Z,2011-07,2011-Q3,43,472,43,612.1,2.106279069767442,42.55813953488372,4,Pharmacist,Widow,Postgrad,Morning,High Value
561038,17114,United Kingdom,2011-07-24T11:58:00Z,2011-07,2011-Q3,13,20,13,112,6.157692307692308,44.23076923076923,5,Doctor,Widow,Postgrad,Morning,Medium Value
561039,16525,United Kingdom,2011-07-24T12:02:00Z,2011-07,2011-Q3,8,598,8,452.42,2.43,43.625,4,Doctor,Widow,Postgrad,Afternoon,High Value
561040,12431,Australia,2011-07-24T12:05:00Z,2011-07,2011-Q3,20,214,20,505.46,2.8785,42.7,4,Doctor,Widow,Postgrad,Afternoon,High Value
561042,16305,United Kingdom,2011-07-24T12:18:00Z,2011-07,2011-Q3,22,256,22,361.21999999999997,1.6831818181818181,45.54545454545455,4,Doctor,Widow,Postgrad,Afternoon,High Value
561043,15708,United Kingdom,2011-07-24T12:20:00Z,2011-07,2011-Q3,44,234,44,632.13,4.223636363636364,40.77272727272727,4,Pharmacist,Widow,Postgrad,Afternoon,High Value
561044,13831,United Kingdom,2011-07-24T12:26:00Z,2011-07,2011-Q3,6,122,6,357.4,4.5249999999999995,40.5,3,Pharmacist,Married,Postgrad,Afternoon,High Value
561045,17522,United Kingdom,2011-07-24T12:29:00Z,2011-07,2011-Q3,8,183,8,124.71,1.32,41.75,5,Unknown,Divorced,Postgrad,Afternoon,Medium Value
561046,16218,United Kingdom,2011-07-24T12:33:00Z,2011-07,2011-Q3,6,340,6,452,1.4616666666666667,47.5,3,Pharmacist,Widow,Postgrad,Afternoon,High Value
561047,16948,United Kingdom,2011-07-24T12:46:00Z,2011-07,2011-Q3,9,1368,9,194.48,0.5566666666666666,38.333333333333336,3,Business,Divorced,Postgrad,Afternoon,Medium Value
561048,12939,United Kingdom,2011-07-24T12:51:00Z,2011-07,2011-Q3,5,384,5,761.76,2.068,42.4,4,Pharmacist,Widow,Postgrad,Afternoon,High Value
561049,12864,United Kingdom,2011-07-24T13:03:00Z,2011-07,2011-Q3,3,216,3,147.12,0.6566666666666666,39.333333333333336,2,Engineer,Single,Undergrad,Afternoon,Medium Value
561050,16558,United Kingdom,2011-07-24T13:06:00Z,2011-07,2011-Q3,30,466,30,403.05,2.2763333333333335,40.13333333333333,2,Artist,Divorced,Undergrad,Afternoon,High Value
561051,16684,United Kingdom,2011-07-24T13:11:00Z,2011-07,2011-Q3,28,3312,28,7138.12,3.5425,41.17857142857143,5,Doctor,Widow,Postgrad,Afternoon,Very High Value
561052,16684,United Kingdom,2011-07-24T13:12:00Z,2011-07,2011-Q3,5,624,5,711.84,1.474,43,5,Doctor,Widow,Postgrad,Afternoon,High Value
561053,16684,United Kingdom,2011-07-24T13:13:00Z,2011-07,2011-Q3,2,840,2,324,0.39,37.5,5,Doctor,Married,Postgrad,Afternoon,High Value
561054,18229,United Kingdom,2011-07-24T13:13:00Z,2011-07,2011-Q3,13,174,13,426.21999999999997,5.205384615384615,39.69230769230769,4,Pharmacist,Widow,Postgrad,Afternoon,High Value
561055,16684,United Kingdom,2011-07-24T13:14:00Z,2011-07,2011-Q3,1,480,1,201.6,0.42,34,4,Pharmacist,Married,Postgrad,Afternoon,Medium Value
561056,13477,United Kingdom,2011-07-24T13:17:00Z,2011-07,2011-Q3,8,120,8,133.76,2.2675,40.625,5,Doctor,Married,Postgrad,Afternoon,Medium Value
561057,17935,United Kingdom,2011-07-24T13:18:00Z,2011-07,2011-Q3,2,5,2,11.22,2.49,50,5,Unknown,Divorced,Undergrad,Afternoon,Low Value
561058,17724,United Kingdom,2011-07-24T13:26:00Z,2011-07,2011-Q3,11,78,11,373.1,5.5636363636363635,39.54545454545455,4,Doctor,Widow,Postgrad,Afternoon,High Value
561060,17703,United Kingdom,2011-07-24T13:30:00Z,2011-07,2011-Q3,17,178,17,229.14,1.4894117647058824,40.705882352941174,4,Doctor,Married,Postgrad,Afternoon,Medium Value
561062,16668,United Kingdom,2011-07-24T13:56:00Z,2011-07,2011-Q3,1,6,1,19.5,3.25,46,4,Doctor,Widow,Postgrad,Afternoon,Low Value
561063,12763,Japan,2011-07-24T14:12:00Z,2011-07,2011-Q3,2,120,2,174,1.45,54.5,5,Unknown,Divorced,Undergrad,Afternoon,Medium Value
561064,18109,United Kingdom,2011-07-24T14:16:00Z,2011-07,2011-Q3,6,17,6,136.6,7.741666666666667,42,4,Unknown,Single,Postgrad,Afternoon,Medium Value
